Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Leu,36,1.490 [1.041-2.134],1.000,,Leucine
Acetate,13,1.098 [0.475-2.539],1.000,,Acetate
Omega-3%,215,1.023 [0.979-1.069],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
M-VLDL-C,535,1.007 [0.935-1.084],1.000,,Cholesterol in Medium VLDL
Remnant-C,577,1.001 [0.932-1.075],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
LDL-CE,506,0.980 [0.910-1.056],1.000,,Cholesteryl Esters in LDL
L-LDL-TG,604,0.971 [0.915-1.031],1.000,,Triglycerides in Large LDL
L-HDL-CE,698,0.932 [0.879-0.988],1.000,,Cholesteryl Esters in Large HDL
L-LDL-C%,403,0.919 [0.848-0.995],1.000,,Cholesterol to Total-Lipids in Large LDL percentage
M-HDL-FC,597,0.915 [0.853-0.981],1.000,,Free Cholesterol in Medium HDL
