Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-HDL-C%,306,1.041 [1.018-1.063],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-C%,436,1.038 [1.013-1.063],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
L-HDL-PL%,508,1.018 [0.989-1.049],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
M-LDL-FC%,651,1.003 [0.978-1.027],1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-VLDL-PL,607,1.001 [0.976-1.028],1.000,,Phospholipids in Very Large VLDL
L-LDL-FC%,687,0.990 [0.966-1.016],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
LDL-PL,473,0.982 [0.957-1.009],1.000,,Phospholipids in LDL
M-LDL-CE%,368,0.980 [0.949-1.012],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
VLDL-CE,621,0.975 [0.952-0.999],1.000,,Cholesteryl Esters in VLDL
L-HDL-TG,449,0.958 [0.940-0.975],0.717,,Triglycerides in Large HDL
