Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
GlycA,385,1.103 [1.060-1.149],0.435,,Glycoprotein Acetyls
S-HDL-L,442,1.083 [1.048-1.119],0.477,,Total-Lipids in Small HDL
S-HDL-PL,489,1.078 [1.045-1.112],0.661,,Phospholipids in Small HDL
VLDL-TG,582,1.024 [1.000-1.049],1.000,,Triglycerides in VLDL
VLDL-L,623,1.017 [0.992-1.043],1.000,,Total-Lipids in VLDL
XS-VLDL-PL,635,0.984 [0.965-1.004],1.000,,Phospholipids in Very Small VLDL
S-HDL-FC%,491,0.974 [0.958-0.991],1.000,,Free Cholesterol to Total-Lipids in Small HDL percentage
XL-HDL-P,581,0.960 [0.941-0.980],1.000,,Concentration of Very Large HDL Particles
XL-VLDL-CE%,485,0.948 [0.919-0.977],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-LDL-FC%,687,0.937 [0.914-0.960],0.053,,Free Cholesterol to Total-Lipids in Large LDL percentage
