Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-HDL-CE,664,1.069 [1.024-1.115],1.000,,Cholesteryl Esters in Very Large HDL
IDL-C%,558,1.058 [1.012-1.106],1.000,,Cholesterol to Total-Lipids in IDL percentage
S-HDL-C%,436,1.052 [1.004-1.103],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-FC,474,1.049 [0.995-1.106],1.000,,Free Cholesterol in Large LDL
S-LDL-C,489,1.015 [0.964-1.068],1.000,,Cholesterol in Small LDL
M-VLDL-C,535,0.997 [0.945-1.053],1.000,,Cholesterol in Medium VLDL
S-VLDL-PL,664,0.985 [0.940-1.033],1.000,,Phospholipids in Small VLDL
S-VLDL-P,669,0.974 [0.931-1.019],1.000,,Concentration of Small VLDL Particles
L-VLDL-P,622,0.935 [0.889-0.982],1.000,,Concentration of Large VLDL Particles
XXL-VLDL-TG,472,0.912 [0.861-0.965],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
