Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-CE%,344,1.026 [0.999-1.054],1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
XS-VLDL-TG%,661,1.012 [0.987-1.037],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
S-HDL-PL,489,1.010 [0.982-1.038],1.000,,Phospholipids in Small HDL
M-HDL-L,576,1.002 [0.980-1.026],1.000,,Total-Lipids in Medium HDL
S-LDL-C%,261,1.001 [0.970-1.032],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
XS-VLDL-PL,635,0.959 [0.943-0.976],0.771,,Phospholipids in Very Small VLDL
XS-VLDL-L,632,0.957 [0.940-0.975],0.424,,Total-Lipids in Very Small VLDL
XS-VLDL-P,622,0.956 [0.939-0.974],0.373,,Concentration of Very Small VLDL Particles
XS-VLDL-FC,612,0.955 [0.938-0.973],0.402,,Free Cholesterol in Very Small VLDL
XS-VLDL-C,604,0.954 [0.936-0.973],0.578,,Cholesterol in Very Small VLDL
