Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Tyr,120,1.188 [0.918-1.539],1.000,,Tyrosine
L-HDL-PL%,508,1.054 [0.957-1.160],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-TG%,153,1.049 [0.939-1.172],1.000,,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-PL,562,1.032 [0.956-1.114],1.000,,Phospholipids in Very Large HDL
M-HDL-TG,617,1.015 [0.941-1.093],1.000,,Triglycerides in Medium HDL
L-HDL-TG%,637,1.000 [0.921-1.086],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-TG,658,0.966 [0.894-1.044],1.000,,Triglycerides in Medium LDL
L-LDL-FC,474,0.925 [0.844-1.015],1.000,,Free Cholesterol in Large LDL
L-LDL-L,508,0.898 [0.823-0.981],1.000,,Total-Lipids in Large LDL
Acetoacetate,15,0.165 [0.084-0.322],0.031,*,Acetoacetate
