Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
MUFA%,525,1.082 [1.034-1.132],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,271,1.050 [1.000-1.102],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
Phosphoglyc,609,1.027 [0.981-1.075],1.000,,Phosphoglycerides
L-HDL-TG%,637,1.011 [0.970-1.054],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-TG,582,1.003 [0.957-1.052],1.000,,Triglycerides in VLDL
S-VLDL-FC%,609,0.975 [0.932-1.019],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-CE%,485,0.967 [0.912-1.025],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
LDL-PL,473,0.958 [0.923-0.994],1.000,,Phospholipids in LDL
LDL-CE,506,0.949 [0.914-0.985],1.000,,Cholesteryl Esters in LDL
L-HDL-CE,698,0.947 [0.914-0.982],1.000,,Cholesteryl Esters in Large HDL
