Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-P,531,1.042 [0.981-1.106],1.000,,Total-Concentration of Lipoprotein Particles
HDL-PL,590,1.034 [0.984-1.087],1.000,,Phospholipids in HDL
HDL-FC,599,1.032 [0.986-1.081],1.000,,Free Cholesterol in HDL
XXL-VLDL-CE%,176,1.017 [0.934-1.106],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
DHA%,240,1.015 [0.969-1.064],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Cholines,620,0.978 [0.931-1.028],1.000,,Total-Cholines
HDL-TG,593,0.973 [0.933-1.015],1.000,,Triglycerides in HDL
LDL-PL,473,0.959 [0.909-1.012],1.000,,Phospholipids in LDL
M-VLDL-P,612,0.955 [0.906-1.006],1.000,,Concentration of Medium VLDL Particles
S-HDL-PL,489,0.923 [0.869-0.981],1.000,,Phospholipids in Small HDL
