Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.635 [1.424-1.877],7.992e-07,***,Phospholipids to Total-Lipids in Small LDL percentage
PUFA%,371,1.548 [1.333-1.798],0.002,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,484,1.459 [1.299-1.638],4.121e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,240,1.426 [1.286-1.581],3.864e-06,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
L-HDL-C%,622,1.411 [1.261-1.578],4.277e-04,***,Cholesterol to Total-Lipids in Large HDL percentage
Unsaturation,310,1.323 [1.217-1.438],1.137e-05,***,Degree of Unsaturation
XL-HDL-FC,590,1.314 [1.187-1.455],0.035,*,Free Cholesterol in Very Large HDL
Omega-3%,215,1.272 [1.170-1.381],0.003,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-6/Omega-3,257,0.792 [0.730-0.860],0.006,**,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-TG%,642,0.736 [0.660-0.822],0.011,*,Triglycerides to Total-Lipids in Very Large HDL percentage
XXL-VLDL-C,589,0.733 [0.653-0.822],0.029,*,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,621,0.729 [0.651-0.816],0.011,*,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
MUFA%,525,0.686 [0.616-0.765],1.901e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
MUFA,654,0.685 [0.607-0.773],1.798e-04,***,Monounsaturated Fatty Acids
S-HDL-L,442,0.649 [0.552-0.764],0.050,*,Total-Lipids in Small HDL
S-HDL-PL,489,0.636 [0.544-0.743],0.003,**,Phospholipids in Small HDL
S-LDL-CE%,545,0.622 [0.545-0.711],6.596e-07,***,Cholesteryl Esters to Total-Lipids in Small LDL percentage
GlycA,385,0.489 [0.410-0.584],4.982e-10,***,Glycoprotein Acetyls
