Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-BCAA,38,1.180 [0.973-1.431],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Gln,113,1.066 [0.975-1.165],1.000,,Glutamine
Omega-6,651,1.026 [0.982-1.071],1.000,,Omega-6 Fatty Acids
M-HDL-TG%,657,1.021 [0.983-1.061],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
L-HDL-FC%,532,1.004 [0.968-1.040],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-TG%,456,0.987 [0.948-1.027],1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-VLDL-FC%,574,0.985 [0.942-1.030],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
Unsaturation,310,0.962 [0.933-0.992],1.000,,Degree of Unsaturation
XL-VLDL-C%,486,0.955 [0.906-1.007],1.000,,Cholesterol to Total-Lipids in Very Large VLDL percentage
Ile,28,0.903 [0.707-1.154],1.000,,Isoleucine
