Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,4.464 [2.634-7.564],0.007,**,Acetoacetate
IDL-C,568,1.084 [1.007-1.166],1.000,,Cholesterol in IDL
S-HDL-C,410,1.057 [0.970-1.152],1.000,,Cholesterol in Small HDL
LDL-P,552,1.046 [0.971-1.126],1.000,,Concentration of LDL Particles
M-VLDL-CE%,597,1.003 [0.929-1.084],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-VLDL-FC,648,0.982 [0.912-1.058],1.000,,Free Cholesterol in Large VLDL
VLDL-FC,630,0.953 [0.884-1.028],1.000,,Free Cholesterol in VLDL
M-HDL-PL,545,0.947 [0.880-1.018],1.000,,Phospholipids in Medium HDL
Glu,32,0.946 [0.640-1.397],1.000,,Glucose
Pyruvate,37,0.816 [0.592-1.126],1.000,,Pyruvate
