Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Ile,28,1.485 [0.814-2.710],1.000,,Isoleucine
S-HDL-L,442,1.155 [1.069-1.247],1.000,,Total-Lipids in Small HDL
M-HDL-P,598,1.093 [1.025-1.165],1.000,,Concentration of Medium HDL Particles
XL-HDL-C,653,1.025 [0.970-1.083],1.000,,Cholesterol in Very Large HDL
L-VLDL-PL%,580,1.001 [0.946-1.059],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
XS-VLDL-C,604,0.974 [0.924-1.027],1.000,,Cholesterol in Very Small VLDL
M-LDL-CE,550,0.943 [0.881-1.008],1.000,,Cholesteryl Esters in Medium LDL
Gln,113,0.936 [0.809-1.082],1.000,,Glutamine
Omega-6%,366,0.882 [0.813-0.957],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-C%,527,0.856 [0.804-0.911],0.251,,Cholesterol to Total-Lipids in Small VLDL percentage
