Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
IDL-FC,587,1.088 [1.001-1.183],1.000,,Free Cholesterol in IDL
XL-HDL-FC,590,1.049 [0.974-1.130],1.000,,Free Cholesterol in Very Large HDL
L-HDL-C,671,1.038 [0.967-1.115],1.000,,Cholesterol in Large HDL
XS-VLDL-P,622,1.035 [0.968-1.106],1.000,,Concentration of Very Small VLDL Particles
M-HDL-TG%,657,1.005 [0.935-1.080],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-CE%,644,0.999 [0.919-1.086],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE%,176,0.972 [0.849-1.114],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-VLDL-C%,527,0.970 [0.889-1.059],1.000,,Cholesterol to Total-Lipids in Small VLDL percentage
ApoB/ApoA1,542,0.952 [0.876-1.035],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
Pyruvate,37,0.712 [0.492-1.029],1.000,,Pyruvate
