Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA%,371,1.056 [0.954-1.167],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-LDL-PL%,271,1.043 [0.954-1.141],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-C%,306,1.038 [0.973-1.107],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
XS-VLDL-PL%,375,1.025 [0.932-1.126],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-FC,587,1.003 [0.930-1.082],1.000,,Free Cholesterol in IDL
XL-VLDL-PL%,398,0.989 [0.904-1.082],1.000,,Phospholipids to Total-Lipids in Very Large VLDL percentage
S-VLDL-P,669,0.976 [0.913-1.045],1.000,,Concentration of Small VLDL Particles
L-LDL-TG%,474,0.976 [0.917-1.039],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
VLDL-C,644,0.958 [0.893-1.027],1.000,,VLDL Cholesterol
L-HDL-CE,698,0.943 [0.883-1.007],1.000,,Cholesteryl Esters in Large HDL
