Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-VLDL-CE%,509,1.292 [1.080-1.546],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
LDL-P,552,1.106 [0.942-1.298],1.000,,Concentration of LDL Particles
ApoB,565,1.091 [0.932-1.277],1.000,,Apolipoprotein B
S-LDL-P,566,1.069 [0.911-1.254],1.000,,Concentration of Small LDL Particles
S-LDL-CE,543,1.062 [0.898-1.256],1.000,,Cholesteryl Esters in Small LDL
VLDL-C,644,0.930 [0.801-1.081],1.000,,VLDL Cholesterol
XL-VLDL-PL%,398,0.907 [0.760-1.083],1.000,,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-HDL-TG%,657,0.813 [0.708-0.935],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-L,578,0.797 [0.673-0.944],1.000,,Total-Lipids in Very Large VLDL
L-HDL-PL%,508,0.641 [0.537-0.764],0.170,,Phospholipids to Total-Lipids in Large HDL percentage
