Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetate,13,1.242 [0.510-3.026],1.000,,Acetate
PC,606,1.022 [0.967-1.079],1.000,,Phosphatidylcholines
L-VLDL-L,609,1.013 [0.954-1.076],1.000,,Total-Lipids in Large VLDL
VLDL-size,604,1.012 [0.957-1.071],1.000,,Average Diameter for VLDL Particles
Total-CE,575,1.002 [0.939-1.069],1.000,,Total-Esterified Cholesterol
Omega-3,420,0.977 [0.939-1.017],1.000,,Omega-3 Fatty Acids
M-LDL-FC,407,0.967 [0.901-1.039],1.000,,Free Cholesterol in Medium LDL
M-VLDL-FC%,574,0.952 [0.895-1.013],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-VLDL-CE%,492,0.951 [0.891-1.016],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Ile,28,0.637 [0.428-0.949],1.000,,Isoleucine
