Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-P,416,1.315 [1.006-1.720],1.000,,Concentration of Small HDL Particles
XXL-VLDL-FC%,173,1.231 [0.898-1.687],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-CE,550,1.213 [0.976-1.508],1.000,,Cholesteryl Esters in Medium LDL
VLDL-PL,674,1.193 [0.982-1.448],1.000,,Phospholipids in VLDL
VLDL-CE,621,1.138 [0.943-1.374],1.000,,Cholesteryl Esters in VLDL
L-HDL-TG,449,0.980 [0.850-1.130],1.000,,Triglycerides in Large HDL
HDL-L,598,0.893 [0.739-1.080],1.000,,Total-Lipids in HDL
S-HDL-PL%,367,0.888 [0.722-1.092],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
XS-VLDL-CE%,644,0.846 [0.686-1.044],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-HDL-PL%,441,0.793 [0.661-0.951],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
