Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XS-VLDL-CE%,644,1.042 [0.998-1.088],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
XL-VLDL-CE%,485,1.029 [0.974-1.087],1.000,,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
PUFA/MUFA,484,1.027 [0.983-1.073],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-VLDL-CE,614,1.022 [0.981-1.065],1.000,,Cholesteryl Esters in Large VLDL
ApoB/ApoA1,542,1.002 [0.963-1.044],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
L-HDL-C%,622,0.987 [0.945-1.031],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
M-VLDL-C,535,0.985 [0.943-1.028],1.000,,Cholesterol in Medium VLDL
S-LDL-C,489,0.976 [0.937-1.017],1.000,,Cholesterol in Small LDL
XS-VLDL-L,632,0.972 [0.942-1.004],1.000,,Total-Lipids in Very Small VLDL
S-LDL-TG%,594,0.961 [0.923-1.001],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
