Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.153 [1.104-1.204],3.365e-05,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Unsaturation,310,1.128 [1.089-1.168],4.145e-06,***,Degree of Unsaturation
Omega-3%,215,1.107 [1.074-1.142],2.059e-05,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-P,581,1.088 [1.044-1.134],1.000,,Concentration of Very Large HDL Particles
HDL-C,621,1.045 [0.986-1.108],1.000,,HDL Cholesterol
L-HDL-TG,449,0.984 [0.924-1.049],1.000,,Triglycerides in Large HDL
S-HDL-CE%,367,0.956 [0.918-0.996],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-HDL-L,576,0.955 [0.875-1.043],1.000,,Total-Lipids in Medium HDL
Omega-6/Omega-3,257,0.902 [0.874-0.931],4.428e-05,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
MUFA%,525,0.851 [0.798-0.907],0.170,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
