Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Leu,36,1.212 [0.645-2.277],1.000,,Leucine
L-VLDL-TG,567,1.126 [1.013-1.251],1.000,,Triglycerides in Large VLDL
S-LDL-C%,261,1.114 [0.955-1.300],1.000,,Cholesterol to Total-Lipids in Small LDL percentage
L-VLDL-L,609,1.110 [1.003-1.229],1.000,,Total-Lipids in Large VLDL
Total-CE,575,1.078 [0.956-1.214],1.000,,Total-Esterified Cholesterol
HDL-TG,593,1.000 [0.920-1.087],1.000,,Triglycerides in HDL
XXL-VLDL-PL%,261,0.979 [0.857-1.119],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-L,442,0.955 [0.847-1.077],1.000,,Total-Lipids in Small HDL
ApoA1,587,0.926 [0.828-1.036],1.000,,Apolipoprotein A1
Total-BCAA,38,0.791 [0.419-1.493],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
