Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-PL%,489,1.332 [1.205-1.473],0.005,**,Phospholipids to Total-Lipids in Medium HDL percentage
TG/PG,632,1.278 [1.173-1.392],0.005,**,Triglycerides to Phosphoglycerides ratio
MUFA%,525,1.274 [1.175-1.381],9.557e-04,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG%,637,1.216 [1.130-1.309],0.039,*,Triglycerides to Total-Lipids in Large HDL percentage
Omega-6/Omega-3,257,1.175 [1.106-1.249],0.046,*,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Omega-3%,215,0.847 [0.800-0.897],0.004,**,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,289,0.814 [0.758-0.875],0.006,**,Docosahexaenoic Acid
XL-HDL-FC,590,0.812 [0.752-0.877],0.025,*,Free Cholesterol in Very Large HDL
M-HDL-C%,632,0.811 [0.750-0.877],0.042,*,Cholesterol to Total-Lipids in Medium HDL percentage
HDL-FC,599,0.810 [0.752-0.872],0.006,**,Free Cholesterol in HDL
XL-HDL-CE,664,0.810 [0.752-0.872],0.007,**,Cholesteryl Esters in Very Large HDL
XL-HDL-C,653,0.810 [0.751-0.873],0.008,**,Cholesterol in Very Large HDL
Unsaturation,310,0.807 [0.754-0.863],1.260e-04,***,Degree of Unsaturation
S-VLDL-FC%,609,0.794 [0.730-0.864],0.023,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
M-HDL-FC%,609,0.793 [0.739-0.852],3.976e-05,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
DHA%,240,0.765 [0.702-0.833],1.641e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,484,0.752 [0.688-0.821],6.001e-05,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
PUFA%,371,0.710 [0.635-0.793],3.430e-04,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
