Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-C,410,1.049 [1.026-1.072],1.000,,Cholesterol in Small HDL
S-HDL-L,442,1.029 [1.006-1.053],1.000,,Total-Lipids in Small HDL
XL-HDL-CE%,259,1.024 [1.001-1.047],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
S-VLDL-FC%,609,1.003 [0.982-1.025],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
Phe,17,1.001 [0.895-1.121],1.000,,Phenylalanine
L-HDL-TG%,637,0.992 [0.973-1.011],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-TG,678,0.990 [0.974-1.008],1.000,,Triglycerides in Very Small VLDL
ApoB/ApoA1,542,0.990 [0.968-1.012],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
LA,635,0.985 [0.966-1.005],1.000,,Linoleic Acid
S-VLDL-FC,593,0.973 [0.953-0.994],1.000,,Free Cholesterol in Small VLDL
