Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-FC%,578,1.021 [0.986-1.056],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-C%,306,1.014 [0.982-1.048],1.000,,Cholesterol to Total-Lipids in Very Large HDL percentage
Albumin,72,1.009 [0.873-1.167],1.000,,Albumin
Omega-6/Omega-3,257,1.004 [0.979-1.029],1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
IDL-CE%,420,1.003 [0.966-1.041],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
L-HDL-C,671,0.999 [0.967-1.032],1.000,,Cholesterol in Large HDL
DHA,289,0.993 [0.963-1.023],1.000,,Docosahexaenoic Acid
IDL-L,573,0.991 [0.954-1.029],1.000,,Total-Lipids in IDL
MUFA%,525,0.985 [0.949-1.022],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL,607,0.982 [0.944-1.022],1.000,,Phospholipids in Very Large VLDL
