Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-LDL-C%,225,1.018 [0.992-1.044],1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
IDL-CE,553,1.009 [0.987-1.030],1.000,,Cholesteryl Esters in IDL
M-VLDL-PL%,523,1.008 [0.989-1.026],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
XL-HDL-PL%,441,1.004 [0.989-1.019],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
Ala,85,1.000 [0.951-1.052],1.000,,Alanine
L-HDL-C%,622,0.997 [0.980-1.015],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
M-HDL-TG%,657,0.995 [0.980-1.010],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-C,607,0.974 [0.948-1.001],1.000,,Cholesterol in Medium HDL
MUFA,654,0.939 [0.914-0.964],0.809,,Monounsaturated Fatty Acids
LA,635,0.935 [0.909-0.962],0.966,,Linoleic Acid
