Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-HDL-CE%,562,1.066 [1.014-1.121],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-HDL-CE,607,1.066 [1.012-1.123],1.000,,Cholesteryl Esters in Medium HDL
S-VLDL-TG%,564,1.050 [1.001-1.102],1.000,,Triglycerides to Total-Lipids in Small VLDL percentage
ApoA1,587,1.046 [0.993-1.101],1.000,,Apolipoprotein A1
M-LDL-PL%,271,1.007 [0.947-1.070],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
IDL-TG,602,0.996 [0.963-1.031],1.000,,Triglycerides in IDL
XL-VLDL-PL,607,0.996 [0.949-1.045],1.000,,Phospholipids in Very Large VLDL
S-VLDL-P,669,0.986 [0.944-1.030],1.000,,Concentration of Small VLDL Particles
XS-VLDL-FC%,460,0.960 [0.911-1.012],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-C,604,0.948 [0.910-0.987],1.000,,Cholesterol in Very Small VLDL
