Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
IDL-PL%,289,1.026 [0.998-1.055],1.000,,Phospholipids to Total-Lipids in IDL percentage
S-LDL-TG%,594,1.020 [0.998-1.043],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-PL%,367,1.007 [0.981-1.033],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-CE%,344,1.003 [0.971-1.036],1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Omega-3%,215,1.000 [0.985-1.016],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-VLDL-PL,607,0.998 [0.974-1.023],1.000,,Phospholipids in Very Large VLDL
M-LDL-PL%,271,0.998 [0.967-1.030],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-FC,648,0.992 [0.969-1.016],1.000,,Free Cholesterol in Large VLDL
L-LDL-FC%,687,0.979 [0.956-1.003],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
LA,635,0.951 [0.929-0.974],1.000,,Linoleic Acid
