Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
IDL-C,568,1.061 [1.011-1.113],1.000,,Cholesterol in IDL
S-VLDL-CE%,509,1.054 [1.003-1.107],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
IDL-P,505,1.047 [0.998-1.099],1.000,,Concentration of IDL Particles
LDL-C,476,1.039 [0.986-1.096],1.000,,LDL Cholesterol
M-HDL-PL,545,1.033 [0.981-1.088],1.000,,Phospholipids in Medium HDL
M-VLDL-TG,613,0.988 [0.937-1.041],1.000,,Triglycerides in Medium VLDL
S-HDL-TG%,677,0.980 [0.937-1.025],1.000,,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-P,599,0.977 [0.927-1.030],1.000,,Concentration of Very Large VLDL Particles
L-VLDL-FC%,331,0.962 [0.913-1.013],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
Phe,17,0.820 [0.562-1.197],1.000,,Phenylalanine
