Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-HDL-C,607,1.627 [1.183-2.237],1.000,,Cholesterol in Medium HDL
S-HDL-C%,436,1.405 [1.057-1.867],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
IDL-C%,558,1.139 [0.869-1.494],1.000,,Cholesterol to Total-Lipids in IDL percentage
IDL-CE%,420,1.130 [0.841-1.519],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
DHA%,240,1.018 [0.775-1.338],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
Val,50,0.948 [0.282-3.190],1.000,,Valine
S-LDL-PL,409,0.820 [0.612-1.099],1.000,,Phospholipids in Small LDL
M-VLDL-C,535,0.803 [0.586-1.099],1.000,,Cholesterol in Medium VLDL
S-LDL-CE,543,0.765 [0.559-1.047],1.000,,Cholesteryl Esters in Small LDL
XXL-VLDL-L,514,0.653 [0.470-0.908],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
