Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-VLDL-TG%,609,1.093 [1.038-1.151],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
XXL-VLDL-FC,557,1.030 [0.974-1.088],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-HDL-PL%,367,1.020 [0.971-1.071],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG%,637,1.016 [0.972-1.061],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
VLDL-TG,582,1.003 [0.949-1.060],1.000,,Triglycerides in VLDL
XL-VLDL-PL,607,0.990 [0.938-1.045],1.000,,Phospholipids in Very Large VLDL
L-VLDL-L,609,0.986 [0.934-1.041],1.000,,Total-Lipids in Large VLDL
M-LDL-PL%,271,0.978 [0.918-1.042],1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
XS-VLDL-PL,635,0.957 [0.916-0.999],1.000,,Phospholipids in Very Small VLDL
S-VLDL-CE,626,0.952 [0.905-1.001],1.000,,Cholesteryl Esters in Small VLDL
