Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Gly,134,1.047 [0.996-1.101],1.000,,Glycine
XL-VLDL-TG%,444,1.025 [0.971-1.082],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-C%,176,1.023 [0.969-1.079],1.000,,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-PL%,367,1.018 [0.978-1.059],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
L-LDL-FC%,687,1.006 [0.966-1.049],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-PL%,441,0.988 [0.956-1.022],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
PC,606,0.982 [0.951-1.013],1.000,,Phosphatidylcholines
M-VLDL-PL%,523,0.976 [0.934-1.020],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
Omega-3,420,0.946 [0.925-0.968],0.744,,Omega-3 Fatty Acids
M-LDL-C%,225,0.892 [0.849-0.936],0.830,,Cholesterol to Total-Lipids in Medium LDL percentage
