Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-HDL-C%,622,1.053 [1.009-1.099],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
Unsaturation,310,1.038 [1.004-1.074],1.000,,Degree of Unsaturation
L-HDL-CE,698,1.029 [0.992-1.067],1.000,,Cholesteryl Esters in Large HDL
L-HDL-P,633,1.021 [0.986-1.057],1.000,,Concentration of Large HDL Particles
M-VLDL-FC%,574,1.004 [0.952-1.060],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-LDL-C,488,0.962 [0.880-1.051],1.000,,Cholesterol in Large LDL
ApoB,565,0.955 [0.881-1.036],1.000,,Apolipoprotein B
M-LDL-L,531,0.945 [0.865-1.034],1.000,,Total-Lipids in Medium LDL
L-VLDL-FC,648,0.931 [0.868-0.998],1.000,,Free Cholesterol in Large VLDL
Acetoacetate,15,0.847 [0.644-1.115],1.000,,Acetoacetate
