Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
ApoA1,587,1.084 [0.895-1.311],1.000,,Apolipoprotein A1
XL-HDL-TG,489,1.036 [0.897-1.196],1.000,,Triglycerides in Very Large HDL
IDL-TG%,635,1.019 [0.901-1.154],1.000,,Triglycerides to Total-Lipids in IDL percentage
S-LDL-PL,409,1.019 [0.901-1.153],1.000,,Phospholipids in Small LDL
XL-HDL-CE,664,1.005 [0.968-1.044],1.000,,Cholesteryl Esters in Very Large HDL
DHA%,240,0.957 [0.918-0.997],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-HDL-TG,681,0.955 [0.816-1.117],1.000,,Triglycerides in Small HDL
XS-VLDL-CE,620,0.938 [0.836-1.053],1.000,,Cholesteryl Esters in Very Small VLDL
L-LDL-C,488,0.903 [0.750-1.088],1.000,,Cholesterol in Large LDL
IDL-PL,591,0.902 [0.773-1.053],1.000,,Phospholipids in IDL
