Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
M-VLDL-TG%,609,1.076 [1.017-1.139],1.000,,Triglycerides to Total-Lipids in Medium VLDL percentage
L-VLDL-C,622,1.046 [0.990-1.106],1.000,,Cholesterol in Large VLDL
L-VLDL-PL%,580,1.038 [0.988-1.091],1.000,,Phospholipids to Total-Lipids in Large VLDL percentage
Omega-3,420,1.015 [0.973-1.058],1.000,,Omega-3 Fatty Acids
M-VLDL-PL,632,1.003 [0.947-1.061],1.000,,Phospholipids in Medium VLDL
M-LDL-P,508,0.995 [0.938-1.055],1.000,,Concentration of Medium LDL Particles
S-VLDL-CE%,509,0.927 [0.876-0.980],1.000,,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,644,0.922 [0.874-0.972],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-FC%,609,0.914 [0.866-0.965],1.000,,Free Cholesterol to Total-Lipids in Small VLDL percentage
LDL-size,178,0.836 [0.743-0.940],1.000,,Average Diameter for LDL Particles
