Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-CE,543,1.141 [0.972-1.340],1.000,,Cholesteryl Esters in Small LDL
M-HDL-PL,545,1.073 [0.917-1.255],1.000,,Phospholipids in Medium HDL
S-LDL-FC,410,1.066 [0.920-1.236],1.000,,Free Cholesterol in Small LDL
XS-VLDL-TG%,661,1.056 [0.914-1.220],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
LDL-TG,630,1.047 [0.926-1.184],1.000,,Triglycerides in LDL
HDL-CE,611,0.991 [0.858-1.143],1.000,,Cholesteryl Esters in HDL
HDL-C,621,0.985 [0.855-1.134],1.000,,HDL Cholesterol
Unsaturation,310,0.930 [0.835-1.037],1.000,,Degree of Unsaturation
S-LDL-FC%,578,0.916 [0.801-1.047],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
Acetoacetate,15,0.068 [0.023-0.207],0.492,,Acetoacetate
