Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-C%,486,1.019 [0.998-1.039],1.000,,Cholesterol to Total-Lipids in Very Large VLDL percentage
XXL-VLDL-CE%,176,1.010 [0.989-1.032],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-HDL-C,671,1.007 [0.993-1.020],1.000,,Cholesterol in Large HDL
XL-HDL-CE%,259,1.003 [0.988-1.017],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-CE%,644,1.001 [0.984-1.018],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-VLDL-PL,664,0.953 [0.936-0.971],0.042,*,Phospholipids in Small VLDL
M-VLDL-PL,632,0.951 [0.934-0.969],0.016,*,Phospholipids in Medium VLDL
VLDL-C,644,0.951 [0.933-0.968],0.011,*,VLDL Cholesterol
XL-VLDL-PL%,398,0.950 [0.932-0.967],0.006,**,Phospholipids to Total-Lipids in Very Large VLDL percentage
VLDL-FC,630,0.948 [0.930-0.966],0.005,**,Free Cholesterol in VLDL
VLDL-PL,674,0.947 [0.930-0.965],0.004,**,Phospholipids in VLDL
PUFA,699,0.944 [0.926-0.964],0.005,**,Polyunsaturated Fatty Acids
Total-FA,654,0.938 [0.918-0.960],0.006,**,Total-Fatty Acids
Omega-6,651,0.937 [0.917-0.959],0.003,**,Omega-6 Fatty Acids
LA,635,0.932 [0.911-0.954],3.864e-04,***,Linoleic Acid
MUFA,654,0.932 [0.911-0.954],6.168e-04,***,Monounsaturated Fatty Acids
GlycA,385,0.903 [0.869-0.938],0.045,*,Glycoprotein Acetyls
