Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
IDL-FC%,332,1.132 [1.083-1.183],0.010,*,Free Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-CE%,485,1.124 [1.078-1.171],0.007,**,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XS-VLDL-FC%,460,1.120 [1.079-1.163],7.245e-04,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XL-VLDL-C%,486,1.119 [1.072-1.167],0.048,*,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-VLDL-C%,527,1.102 [1.064-1.142],0.015,*,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-C%,604,1.099 [1.061-1.139],0.042,*,Cholesterol to Total-Lipids in Medium VLDL percentage
S-VLDL-FC%,609,1.095 [1.059-1.133],0.023,*,Free Cholesterol to Total-Lipids in Small VLDL percentage
VLDL-CE,621,0.982 [0.951-1.014],1.000,,Cholesteryl Esters in VLDL
M-VLDL-TG%,609,0.910 [0.878-0.942],0.042,*,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,564,0.906 [0.874-0.938],0.007,**,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-TG%,444,0.904 [0.867-0.943],0.614,,Triglycerides to Total-Lipids in Very Large VLDL percentage
Acetoacetate,15,0.522 [0.410-0.665],0.032,*,Acetoacetate
