Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-L,442,1.035 [1.004-1.068],1.000,,Total-Lipids in Small HDL
Ala,85,1.016 [0.946-1.090],1.000,,Alanine
M-HDL-PL,545,1.006 [0.978-1.035],1.000,,Phospholipids in Medium HDL
S-LDL-FC,410,1.000 [0.976-1.025],1.000,,Free Cholesterol in Small LDL
S-VLDL-FC,593,1.000 [0.974-1.027],1.000,,Free Cholesterol in Small VLDL
XL-HDL-L,598,0.990 [0.967-1.014],1.000,,Total-Lipids in Very Large HDL
XL-VLDL-L,578,0.988 [0.964-1.013],1.000,,Total-Lipids in Very Large VLDL
M-VLDL-FC%,574,0.985 [0.959-1.011],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
L-VLDL-FC%,331,0.980 [0.951-1.010],1.000,,Free Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-C%,176,0.975 [0.935-1.016],1.000,,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
