Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Tyr,120,1.070 [0.994-1.152],1.000,,Tyrosine
S-HDL-PL%,367,1.040 [1.007-1.074],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
TG/PG,632,1.004 [0.971-1.039],1.000,,Triglycerides to Phosphoglycerides ratio
XL-VLDL-PL,607,1.001 [0.966-1.036],1.000,,Phospholipids in Very Large VLDL
M-HDL-TG%,657,1.000 [0.974-1.028],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-C,535,0.974 [0.937-1.012],1.000,,Cholesterol in Medium VLDL
XL-HDL-C,653,0.974 [0.948-1.000],1.000,,Cholesterol in Very Large HDL
M-LDL-PL,492,0.967 [0.929-1.007],1.000,,Phospholipids in Medium LDL
L-LDL-CE,502,0.963 [0.926-1.002],1.000,,Cholesteryl Esters in Large LDL
Citrate,102,0.867 [0.786-0.956],1.000,,Citrate
