Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-PL%,367,1.047 [0.980-1.118],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
XL-VLDL-TG,570,1.019 [0.955-1.087],1.000,,Triglycerides in Very Large VLDL
XXL-VLDL-CE%,176,1.016 [0.907-1.139],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,176,1.010 [0.908-1.124],1.000,,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-C%,395,1.002 [0.938-1.070],1.000,,Cholesterol to Total-Lipids in Large VLDL percentage
L-LDL-CE,502,0.904 [0.845-0.966],1.000,,Cholesteryl Esters in Large LDL
IDL-FC,587,0.884 [0.827-0.945],1.000,,Free Cholesterol in IDL
PC,606,0.884 [0.828-0.943],1.000,,Phosphatidylcholines
HDL-P,547,0.812 [0.750-0.879],0.061,,Concentration of HDL Particles
Total-P,531,0.782 [0.722-0.846],3.219e-04,***,Total-Concentration of Lipoprotein Particles
