Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Glu,32,1.578 [0.777-3.206],1.000,,Glucose
S-LDL-PL%,510,1.145 [1.001-1.309],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
L-LDL-PL%,382,1.079 [0.955-1.219],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
S-LDL-FC%,578,1.058 [0.944-1.186],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-C%,436,1.012 [0.899-1.139],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
M-HDL-TG%,657,0.975 [0.875-1.086],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-C,607,0.963 [0.845-1.099],1.000,,Cholesterol in Medium HDL
L-VLDL-CE,614,0.938 [0.830-1.061],1.000,,Cholesteryl Esters in Large VLDL
S-VLDL-CE,626,0.930 [0.828-1.045],1.000,,Cholesteryl Esters in Small VLDL
His,43,0.775 [0.431-1.395],1.000,,Histidine
