Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-L,514,1.086 [1.022-1.155],1.000,,Total-Lipids in Chylomicrons and Extremely Large VLDL
VLDL-P,640,1.077 [1.011-1.148],1.000,,Concentration of VLDL Particles
L-HDL-TG%,637,1.068 [1.023-1.115],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-FC%,687,1.059 [0.978-1.146],1.000,,Free Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-PL%,441,1.007 [0.963-1.053],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
LDL-FC,411,0.985 [0.932-1.042],1.000,,Free Cholesterol in LDL
Tyr,120,0.969 [0.862-1.089],1.000,,Tyrosine
XXL-VLDL-C%,176,0.943 [0.877-1.014],1.000,,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-FC%,173,0.932 [0.862-1.008],1.000,,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
LA%,226,0.871 [0.826-0.918],0.074,,Linoleic Acid to Total-Fatty Acids percentage
