Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-CE%,176,1.076 [1.020-1.134],1.000,,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-C%,176,1.069 [1.013-1.128],1.000,,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-PL%,382,1.059 [1.023-1.097],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
XS-VLDL-CE%,644,1.031 [0.997-1.066],1.000,,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
S-HDL-PL%,367,1.027 [0.989-1.066],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-TG,617,0.998 [0.971-1.025],1.000,,Triglycerides in Medium HDL
M-VLDL-PL,632,0.989 [0.957-1.022],1.000,,Phospholipids in Medium VLDL
LDL-L,502,0.987 [0.955-1.021],1.000,,Total-Lipids in LDL
S-LDL-TG%,594,0.978 [0.949-1.009],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
XS-VLDL-TG%,661,0.966 [0.935-0.998],1.000,,Triglycerides to Total-Lipids in Very Small VLDL percentage
