Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-FC%,578,1.023 [1.003-1.043],1.000,,Free Cholesterol to Total-Lipids in Small LDL percentage
XL-HDL-C,653,1.019 [1.000-1.038],1.000,,Cholesterol in Very Large HDL
L-VLDL-CE%,492,1.018 [0.995-1.042],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XS-VLDL-FC%,460,1.018 [0.993-1.043],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Total-C,563,1.004 [0.983-1.027],1.000,,Total-Cholesterol
M-VLDL-P,612,0.987 [0.966-1.008],1.000,,Concentration of Medium VLDL Particles
M-HDL-TG%,657,0.984 [0.966-1.002],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-PL%,375,0.980 [0.953-1.008],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
LA%,226,0.980 [0.956-1.005],1.000,,Linoleic Acid to Total-Fatty Acids percentage
MUFA,654,0.976 [0.956-0.996],1.000,,Monounsaturated Fatty Acids
