Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Total-BCAA,38,1.080 [0.850-1.372],1.000,,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
XL-VLDL-TG%,444,1.073 [1.011-1.139],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-TG%,474,1.061 [1.013-1.111],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
XL-HDL-PL,562,1.028 [0.985-1.073],1.000,,Phospholipids in Very Large HDL
XXL-VLDL-PL,556,1.007 [0.956-1.061],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
PUFA%,371,0.995 [0.937-1.056],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
M-HDL-TG,617,0.993 [0.946-1.043],1.000,,Triglycerides in Medium HDL
S-VLDL-P,669,0.957 [0.911-1.006],1.000,,Concentration of Small VLDL Particles
M-LDL-L,531,0.953 [0.901-1.007],1.000,,Total-Lipids in Medium LDL
S-LDL-PL,409,0.940 [0.892-0.991],1.000,,Phospholipids in Small LDL
