Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
MUFA,654,1.076 [1.032-1.122],1.000,,Monounsaturated Fatty Acids
XXL-VLDL-C,589,1.024 [0.991-1.059],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
HDL-P,547,1.023 [0.979-1.070],1.000,,Concentration of HDL Particles
XL-VLDL-TG,570,1.002 [0.973-1.032],1.000,,Triglycerides in Very Large VLDL
XL-VLDL-PL,607,1.000 [0.970-1.032],1.000,,Phospholipids in Very Large VLDL
M-HDL-CE%,557,0.986 [0.962-1.010],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Remnant-C,577,0.985 [0.952-1.020],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,563,0.979 [0.945-1.014],1.000,,Total-Cholesterol Minus HDL-C
S-HDL-CE,360,0.978 [0.944-1.014],1.000,,Cholesteryl Esters in Small HDL
M-VLDL-FC%,574,0.977 [0.950-1.005],1.000,,Free Cholesterol to Total-Lipids in Medium VLDL percentage
