Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
MUFA%,525,1.038 [1.001-1.075],1.000,,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
SFA%,94,1.028 [0.894-1.182],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
Gly,134,1.018 [0.973-1.065],1.000,,Glycine
L-HDL-PL%,508,1.014 [0.966-1.064],1.000,,Phospholipids to Total-Lipids in Large HDL percentage
HDL-PL,590,1.013 [0.973-1.055],1.000,,Phospholipids in HDL
L-HDL-C%,622,0.993 [0.958-1.031],1.000,,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-C,525,0.988 [0.949-1.029],1.000,,Cholesterol in Medium LDL
Total-TG,641,0.981 [0.945-1.019],1.000,,Total-Triglycerides
IDL-PL,591,0.979 [0.945-1.015],1.000,,Phospholipids in IDL
XS-VLDL-PL%,375,0.920 [0.868-0.975],1.000,,Phospholipids to Total-Lipids in Very Small VLDL percentage
