Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XS-VLDL-FC%,460,1.226 [1.155-1.302],6.036e-06,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
DHA%,240,1.196 [1.143-1.253],6.418e-09,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
PUFA/MUFA,484,1.185 [1.123-1.251],2.177e-04,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-LDL-FC%,687,1.181 [1.119-1.247],3.151e-04,***,Free Cholesterol to Total-Lipids in Large LDL percentage
DHA,289,1.167 [1.114-1.223],2.165e-05,***,Docosahexaenoic Acid
Unsaturation,310,1.160 [1.116-1.206],1.319e-08,***,Degree of Unsaturation
XS-VLDL-C%,642,1.159 [1.102-1.219],0.003,**,Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,644,1.156 [1.098-1.217],0.008,**,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-FC,587,1.156 [1.099-1.216],0.005,**,Free Cholesterol in IDL
IDL-C,568,1.153 [1.095-1.214],0.013,*,Cholesterol in IDL
M-VLDL-FC%,574,1.152 [1.094-1.213],0.017,*,Free Cholesterol to Total-Lipids in Medium VLDL percentage
IDL-CE,553,1.152 [1.093-1.214],0.027,*,Cholesteryl Esters in IDL
Omega-3%,215,1.143 [1.099-1.189],6.716e-06,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-3,420,1.115 [1.071-1.161],0.024,*,Omega-3 Fatty Acids
IDL-TG%,635,0.880 [0.839-0.924],0.047,*,Triglycerides to Total-Lipids in IDL percentage
Omega-6/Omega-3,257,0.873 [0.839-0.908],3.330e-06,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XS-VLDL-TG%,661,0.854 [0.811-0.899],3.531e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XS-VLDL-PL%,375,0.843 [0.787-0.903],0.288,,Phospholipids to Total-Lipids in Very Small VLDL percentage
MUFA%,525,0.838 [0.797-0.881],1.672e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
