Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XXL-VLDL-PL%,261,1.037 [1.004-1.072],1.000,,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,369,1.012 [0.985-1.040],1.000,,Triglycerides to Total-Lipids in Large VLDL percentage
Gln,113,1.007 [0.953-1.064],1.000,,Glutamine
XXL-VLDL-TG,472,1.006 [0.972-1.041],1.000,,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-TG%,444,1.004 [0.964-1.046],1.000,,Triglycerides to Total-Lipids in Very Large VLDL percentage
IDL-CE%,420,0.991 [0.967-1.015],1.000,,Cholesteryl Esters to Total-Lipids in IDL percentage
M-VLDL-C%,604,0.987 [0.957-1.019],1.000,,Cholesterol to Total-Lipids in Medium VLDL percentage
L-VLDL-CE,614,0.980 [0.955-1.007],1.000,,Cholesteryl Esters in Large VLDL
VLDL-C,644,0.978 [0.955-1.002],1.000,,VLDL Cholesterol
L-HDL-L,623,0.978 [0.958-0.999],1.000,,Total-Lipids in Large HDL
