Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-FC%,397,1.034 [1.007-1.062],1.000,,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
L-HDL-P,633,1.020 [1.006-1.035],1.000,,Concentration of Large HDL Particles
XL-HDL-C,653,1.010 [0.994-1.026],1.000,,Cholesterol in Very Large HDL
Total-P,531,1.009 [0.987-1.031],1.000,,Total-Concentration of Lipoprotein Particles
Albumin,72,1.005 [0.953-1.059],1.000,,Albumin
M-LDL-CE,550,0.997 [0.977-1.017],1.000,,Cholesteryl Esters in Medium LDL
DHA%,240,0.996 [0.979-1.015],1.000,,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-VLDL-C,618,0.991 [0.974-1.009],1.000,,Cholesterol in Small VLDL
IDL-TG,602,0.990 [0.976-1.005],1.000,,Triglycerides in IDL
VLDL-C,644,0.987 [0.969-1.005],1.000,,VLDL Cholesterol
