Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-PL%,382,1.080 [1.011-1.154],1.000,,Phospholipids to Total-Lipids in Large LDL percentage
Acetoacetate,15,1.017 [0.665-1.557],1.000,,Acetoacetate
M-HDL-CE%,557,1.013 [0.960-1.069],1.000,,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-HDL-PL,562,1.010 [0.963-1.061],1.000,,Phospholipids in Very Large HDL
XL-HDL-PL%,441,1.008 [0.956-1.063],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
XXL-VLDL-FC,557,0.945 [0.887-1.006],1.000,,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-HDL-C,410,0.848 [0.787-0.914],1.000,,Cholesterol in Small HDL
S-HDL-FC,483,0.844 [0.787-0.906],0.566,,Free Cholesterol in Small HDL
S-HDL-PL,489,0.837 [0.778-0.901],0.568,,Phospholipids in Small HDL
GlycA,385,0.790 [0.717-0.871],0.518,,Glycoprotein Acetyls
