Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
3-Hydroxybutyrate,68,1.646 [1.167-2.322],1.000,,3-Hydroxybutyrate
L-LDL-PL%,382,1.586 [1.316-1.911],0.298,,Phospholipids to Total-Lipids in Large LDL percentage
XS-VLDL-FC%,460,1.235 [1.062-1.435],1.000,,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,637,1.056 [0.980-1.139],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
ApoB/ApoA1,542,1.007 [0.926-1.094],1.000,,Apolipoprotein B to Apolipoprotein A1 ratio
MUFA,654,0.658 [0.561-0.773],0.073,,Monounsaturated Fatty Acids
Total-FA,654,0.654 [0.558-0.766],0.033,*,Total-Fatty Acids
Omega-6,651,0.641 [0.543-0.756],0.030,*,Omega-6 Fatty Acids
LA,635,0.607 [0.513-0.718],0.001,**,Linoleic Acid
GlycA,385,0.437 [0.327-0.583],0.005,**,Glycoprotein Acetyls
