Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
PUFA/MUFA,484,1.038 [0.999-1.078],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-PL,598,1.026 [0.996-1.057],1.000,,Phospholipids in Large HDL
L-VLDL-CE%,492,1.018 [0.980-1.057],1.000,,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Total-C,563,1.011 [0.968-1.056],1.000,,Total-Cholesterol
XL-HDL-PL,562,1.010 [0.980-1.041],1.000,,Phospholipids in Very Large HDL
M-LDL-CE%,368,0.982 [0.935-1.030],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-LDL-TG%,474,0.976 [0.950-1.004],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
LDL-P,552,0.965 [0.928-1.004],1.000,,Concentration of LDL Particles
S-VLDL-C,618,0.932 [0.896-0.969],1.000,,Cholesterol in Small VLDL
S-VLDL-CE,626,0.930 [0.895-0.967],1.000,,Cholesteryl Esters in Small VLDL
