Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
IDL-PL%,289,1.102 [1.038-1.170],1.000,,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,510,1.085 [1.028-1.145],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
M-LDL-CE%,368,1.044 [0.975-1.118],1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
S-LDL-FC,410,1.009 [0.963-1.058],1.000,,Free Cholesterol in Small LDL
XL-VLDL-TG,570,1.004 [0.954-1.058],1.000,,Triglycerides in Very Large VLDL
PUFA%,371,0.997 [0.934-1.064],1.000,,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-C,604,0.988 [0.945-1.032],1.000,,Cholesterol in Very Small VLDL
M-HDL-L,576,0.885 [0.841-0.931],0.588,,Total-Lipids in Medium HDL
M-HDL-PL,545,0.882 [0.837-0.930],0.848,,Phospholipids in Medium HDL
3-Hydroxybutyrate,68,0.878 [0.741-1.040],1.000,,3-Hydroxybutyrate
