Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-PL%,510,1.120 [1.072-1.171],0.118,,Phospholipids to Total-Lipids in Small LDL percentage
L-HDL-P,633,1.039 [1.005-1.074],1.000,,Concentration of Large HDL Particles
XL-HDL-L,598,1.027 [0.994-1.061],1.000,,Total-Lipids in Very Large HDL
XL-HDL-FC,590,1.026 [0.993-1.060],1.000,,Free Cholesterol in Very Large HDL
S-HDL-CE%,367,1.002 [0.971-1.034],1.000,,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-VLDL-L,589,0.895 [0.860-0.932],0.018,*,Total-Lipids in Medium VLDL
MUFA,654,0.895 [0.859-0.932],0.017,*,Monounsaturated Fatty Acids
Total-FA,654,0.894 [0.861-0.929],0.003,**,Total-Fatty Acids
SFA,553,0.888 [0.849-0.928],0.046,*,Saturated Fatty Acids
S-HDL-PL,489,0.872 [0.829-0.918],0.038,*,Phospholipids in Small HDL
S-HDL-L,442,0.861 [0.817-0.907],0.005,**,Total-Lipids in Small HDL
GlycA,385,0.821 [0.773-0.871],2.942e-05,***,Glycoprotein Acetyls
