Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-VLDL-PL,637,1.013 [0.989-1.038],1.000,,Phospholipids in Large VLDL
XXL-VLDL-C,589,1.011 [0.988-1.035],1.000,,Cholesterol in Chylomicrons and Extremely Large VLDL
Leu,36,1.009 [0.922-1.104],1.000,,Leucine
S-HDL-C%,436,1.002 [0.982-1.022],1.000,,Cholesterol to Total-Lipids in Small HDL percentage
PUFA/MUFA,484,1.001 [0.978-1.024],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
VLDL-CE,621,0.989 [0.967-1.011],1.000,,Cholesteryl Esters in VLDL
S-HDL-PL%,367,0.988 [0.967-1.009],1.000,,Phospholipids to Total-Lipids in Small HDL percentage
M-HDL-P,598,0.979 [0.960-0.998],1.000,,Concentration of Medium HDL Particles
HDL-CE,611,0.966 [0.946-0.988],1.000,,Cholesteryl Esters in HDL
LDL-size,178,0.962 [0.914-1.013],1.000,,Average Diameter for LDL Particles
