Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Creatinine,126,1.227 [0.947-1.590],1.000,,Creatinine
M-LDL-P,508,1.072 [0.995-1.155],1.000,,Concentration of Medium LDL Particles
M-HDL-C,607,1.041 [0.965-1.123],1.000,,Cholesterol in Medium HDL
HDL-CE,611,1.037 [0.970-1.108],1.000,,Cholesteryl Esters in HDL
HDL-C,621,1.030 [0.964-1.101],1.000,,HDL Cholesterol
Omega-3%,215,0.994 [0.951-1.039],1.000,,Omega-3 Fatty Acids to Total-Fatty Acids percentage
LA%,226,0.987 [0.907-1.073],1.000,,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-FC%,547,0.982 [0.924-1.043],1.000,,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-CE%,259,0.962 [0.889-1.041],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
Glu,32,0.878 [0.561-1.374],1.000,,Glucose
