Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
XL-VLDL-L,578,1.041 [0.996-1.087],1.000,,Total-Lipids in Very Large VLDL
L-VLDL-PL,637,1.035 [0.993-1.080],1.000,,Phospholipids in Large VLDL
XS-VLDL-TG,678,1.018 [0.985-1.053],1.000,,Triglycerides in Very Small VLDL
XS-VLDL-PL,635,1.013 [0.981-1.047],1.000,,Phospholipids in Very Small VLDL
M-LDL-PL,492,1.006 [0.962-1.051],1.000,,Phospholipids in Medium LDL
L-LDL-PL,492,0.996 [0.952-1.042],1.000,,Phospholipids in Large LDL
Unsaturation,310,0.979 [0.949-1.010],1.000,,Degree of Unsaturation
LA,635,0.970 [0.929-1.014],1.000,,Linoleic Acid
M-HDL-FC%,609,0.967 [0.933-1.003],1.000,,Free Cholesterol to Total-Lipids in Medium HDL percentage
Acetoacetate,15,0.948 [0.691-1.301],1.000,,Acetoacetate
