Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-HDL-FC,483,1.564 [1.305-1.875],0.320,,Free Cholesterol in Small HDL
S-HDL-L,442,1.550 [1.287-1.867],0.919,,Total-Lipids in Small HDL
M-LDL-L,531,1.170 [0.995-1.377],1.000,,Total-Lipids in Medium LDL
XL-VLDL-FC,610,1.127 [0.964-1.316],1.000,,Free Cholesterol in Very Large VLDL
HDL-C,621,1.086 [0.936-1.259],1.000,,HDL Cholesterol
L-HDL-FC,638,0.970 [0.852-1.105],1.000,,Free Cholesterol in Large HDL
IDL-PL%,289,0.852 [0.712-1.018],1.000,,Phospholipids to Total-Lipids in IDL percentage
S-LDL-PL%,510,0.839 [0.712-0.988],1.000,,Phospholipids to Total-Lipids in Small LDL percentage
Gln,113,0.709 [0.524-0.959],1.000,,Glutamine
3-Hydroxybutyrate,68,0.646 [0.346-1.205],1.000,,3-Hydroxybutyrate
