Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetoacetate,15,1.269 [0.865-1.862],1.000,,Acetoacetate
PC,606,1.034 [0.984-1.087],1.000,,Phosphatidylcholines
Omega-6%,366,1.014 [0.941-1.091],1.000,,Omega-6 Fatty Acids to Total-Fatty Acids percentage
S-LDL-TG%,594,1.003 [0.953-1.055],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
IDL-FC%,332,1.000 [0.932-1.073],1.000,,Free Cholesterol to Total-Lipids in IDL percentage
M-VLDL-CE,487,0.993 [0.937-1.052],1.000,,Cholesteryl Esters in Medium VLDL
IDL-C%,558,0.989 [0.943-1.038],1.000,,Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-L,632,0.985 [0.944-1.027],1.000,,Total-Lipids in Very Small VLDL
L-HDL-FC%,532,0.977 [0.935-1.021],1.000,,Free Cholesterol to Total-Lipids in Large HDL percentage
L-VLDL-L,609,0.943 [0.891-0.998],1.000,,Total-Lipids in Large VLDL
