Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
DHA%,240,1.189 [1.138-1.242],1.961e-09,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
DHA,289,1.164 [1.120-1.209],2.989e-09,***,Docosahexaenoic Acid
L-LDL-C%,403,1.160 [1.099-1.225],0.018,*,Cholesterol to Total-Lipids in Large LDL percentage
Unsaturation,310,1.158 [1.124-1.194],3.612e-16,***,Degree of Unsaturation
Omega-3%,215,1.137 [1.101-1.175],1.592e-09,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Omega-3,420,1.135 [1.103-1.169],1.758e-12,***,Omega-3 Fatty Acids
L-HDL-TG%,637,0.955 [0.918-0.993],1.000,,Triglycerides to Total-Lipids in Large HDL percentage
L-LDL-TG%,474,0.928 [0.889-0.969],1.000,,Triglycerides to Total-Lipids in Large LDL percentage
3-Hydroxybutyrate,68,0.888 [0.742-1.063],1.000,,3-Hydroxybutyrate
Omega-6/Omega-3,257,0.876 [0.850-0.904],2.223e-11,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,226,0.819 [0.774-0.867],1.093e-06,***,Linoleic Acid to Total-Fatty Acids percentage
