Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
Acetone,15,2.304 [0.807-6.580],1.000,,Acetone
L-HDL-CE%,562,1.142 [0.987-1.321],1.000,,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LDL-size,178,1.051 [0.773-1.429],1.000,,Average Diameter for LDL Particles
HDL-FC,599,1.030 [0.908-1.169],1.000,,Free Cholesterol in HDL
M-VLDL-CE%,597,1.003 [0.863-1.165],1.000,,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
HDL-P,547,0.974 [0.831-1.142],1.000,,Concentration of HDL Particles
XXL-VLDL-PL,556,0.937 [0.811-1.082],1.000,,Phospholipids in Chylomicrons and Extremely Large VLDL
TG/PG,632,0.936 [0.812-1.079],1.000,,Triglycerides to Phosphoglycerides ratio
IDL-L,573,0.897 [0.784-1.026],1.000,,Total-Lipids in IDL
M-LDL-L,531,0.814 [0.704-0.942],1.000,,Total-Lipids in Medium LDL
