Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
SFA%,94,1.286 [1.073-1.541],1.000,,Saturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,484,1.050 [0.987-1.116],1.000,,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-VLDL-PL%,523,1.048 [0.985-1.116],1.000,,Phospholipids to Total-Lipids in Medium VLDL percentage
XS-VLDL-PL,635,1.028 [0.980-1.078],1.000,,Phospholipids in Very Small VLDL
Non-HDL-C,563,1.011 [0.951-1.076],1.000,,Total-Cholesterol Minus HDL-C
LDL-PL,473,0.981 [0.921-1.046],1.000,,Phospholipids in LDL
L-VLDL-TG,567,0.970 [0.908-1.035],1.000,,Triglycerides in Large VLDL
LDL-TG,630,0.968 [0.914-1.024],1.000,,Triglycerides in LDL
Cholines,620,0.916 [0.852-0.985],1.000,,Total-Cholines
S-HDL-P,416,0.896 [0.822-0.977],1.000,,Concentration of Small HDL Particles
