Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
S-LDL-TG%,594,1.030 [1.000-1.060],1.000,,Triglycerides to Total-Lipids in Small LDL percentage
Omega-6,651,1.022 [0.978-1.069],1.000,,Omega-6 Fatty Acids
XL-VLDL-TG,570,1.014 [0.980-1.048],1.000,,Triglycerides in Very Large VLDL
XL-HDL-PL%,441,1.011 [0.982-1.041],1.000,,Phospholipids to Total-Lipids in Very Large HDL percentage
XL-VLDL-FC,610,1.009 [0.976-1.044],1.000,,Free Cholesterol in Very Large VLDL
IDL-FC,587,0.979 [0.950-1.009],1.000,,Free Cholesterol in IDL
XL-HDL-CE%,259,0.977 [0.948-1.007],1.000,,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-C,604,0.977 [0.951-1.003],1.000,,Cholesterol in Very Small VLDL
S-HDL-C,410,0.972 [0.914-1.034],1.000,,Cholesterol in Small HDL
Remnant-C,577,0.969 [0.935-1.005],1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
