Abbreviations,N_snp,OR(95%CI),P(Bonferroni),P-star,Metabolite
L-LDL-CE%,344,1.042 [0.987-1.101],1.000,,Cholesteryl Esters to Total-Lipids in Large LDL percentage
LDL-L,502,1.020 [0.976-1.067],1.000,,Total-Lipids in LDL
XL-VLDL-CE,617,1.010 [0.971-1.052],1.000,,Cholesteryl Esters in Very Large VLDL
M-VLDL-PL,632,1.006 [0.966-1.048],1.000,,Phospholipids in Medium VLDL
IDL-PL,591,1.003 [0.965-1.041],1.000,,Phospholipids in IDL
Cholines,620,0.999 [0.960-1.040],1.000,,Total-Cholines
VLDL-C,644,0.998 [0.959-1.038],1.000,,VLDL Cholesterol
M-HDL-TG,617,0.997 [0.963-1.032],1.000,,Triglycerides in Medium HDL
M-HDL-TG%,657,0.979 [0.945-1.015],1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
Citrate,102,0.915 [0.817-1.024],1.000,,Citrate
